X,Y,OBJECTID,ABCDMisc,ADSPermissionState,CalculatedAcres,ContainmentDateTime,ControlDateTime,DailyAcres,DiscoveryAcres,DispatchCenterID,EstimatedCostToDate,FinalFireReportApprovedByTitle,FinalFireReportApprovedByUnit,FinalFireReportApprovedDate,FireBehaviorGeneral,FireBehaviorGeneral1,FireBehaviorGeneral2,FireBehaviorGeneral3,FireCause,FireCauseGeneral,FireCauseSpecific,FireCode,FireDepartmentID,FireDiscoveryDateTime,FireMgmtComplexity,FireOutDateTime,FireStrategyConfinePercent,FireStrategyFullSuppPercent,FireStrategyMonitorPercent,FireStrategyPointZonePercent,FSJobCode,FSOverrideCode,GACC,ICS209ReportDateTime,ICS209ReportForTimePeriodFrom,ICS209ReportForTimePeriodTo,ICS209ReportStatus,IncidentManagementOrganization,IncidentName,IncidentShortDescription,IncidentTypeCategory,IncidentTypeKind,InitialLatitude,InitialLongitude,InitialResponseAcres,InitialResponseDateTime,IrwinID,IsFireCauseInvestigated,IsFireCodeRequested,IsFSAssisted,IsMultiJurisdictional,IsReimbursable,IsTrespass,IsUnifiedCommand,LocalIncidentIdentifier,PercentContained,PercentPerimeterToBeContained,POOCity,POOCounty,POODispatchCenterID,POOFips,POOJurisdictionalAgency,POOJurisdictionalUnit,POOJurisdictionalUnitParentUnit,POOLandownerCategory,POOLandownerKind,POOLegalDescPrincipalMeridian,POOLegalDescQtr,POOLegalDescQtrQtr,POOLegalDescRange,POOLegalDescSection,POOLegalDescTownship,POOPredictiveServiceAreaID,POOProtectingAgency,POOProtectingUnit,POOState,PredominantFuelGroup,PredominantFuelModel,PrimaryFuelModel,SecondaryFuelModel,TotalIncidentPersonnel,UniqueFireIdentifier,WFDSSDecisionStatus,CreatedBySystem,ModifiedBySystem,IsDispatchComplete,OrganizationalAssessment,StrategicDecisionPublishDate,CreatedOnDateTime_dt,ModifiedOnDateTime_dt,Source,GlobalID,IsCpxChild,CpxName,CpxID
-117.397968,33.98853,240722,,DEFAULT,,,,,0.1,CARRCC,,,,,,,,,Undetermined,,,,,2022/02/08 10:01:17+00,,,,,,,,,OSCC,,,,,,CRESTMORE,,WF,FI,33.98853,-117.397968,,,{85872C41-38BC-4137-8065-FBF8E2C19D7D},,0,0,0,0,0,,020815,,,,Riverside,CARRCC,06065,,,,Private,Private,,,,,,,SC08,CDF,CARRU,US-CA,,,,,,2022-CARRU-020815,No Decision,cfcad,cfcad,0,,,2022/02/08 10:27:22+00,2022/02/08 10:28:55+00,IRWIN,{D120F134-0FFB-4D61-B93C-3C485A4BB58C},0,,
-80.8809199999999,26.27027,240724,,DEFAULT,,,,102,1,FLFIC,,,,,,,,,Undetermined,,,,,2022/02/08 12:55:50+00,,,,,,,,,SACC,,,,,,SEA SE 3 0208,,RX,FI,26.27027,-80.88092,150,,{3A9303C7-1136-4794-8E09-05F2F6DE05F4},,0,0,0,0,0,,000188,,,,Hendry,FLFIC,12051,BIA,FLSEA,,BIA,Federal,,,,,,,SA50,BIA,FLSEA,US-FL,,,,,,2022-FLSEA-000188,No Decision,wildcad,wildcad,0,,,2022/02/08 12:58:15+00,2022/02/08 21:16:26+00,IRWIN,{A0F2FB57-C02A-45FF-BE33-DFF16DA74614},0,,
-96.63798,35.3588300000001,240726,,CERTIFIED,,2022/02/07 23:29:59+00,2022/02/12 22:30:00+00,16,1,ARAOC,,,,2022/02/23 23:11:36+00,,,,,Human,Debris/Open Burning,Yard Debris,PF0E,,2022/02/07 21:59:59+00,,2022/02/13 22:30:00+00,,,,,PA,1522,SACC,,,,,,LITTLE WIND,,WF,FI,35.35883,-96.63798,,,{11365BEB-9909-4A11-BE2F-7A8D9CD0ECF3},,0,1,0,0,0,,000307,,,,Seminole,ARAOC,40133,,,,Private,Private,,,,,,,SA03,BIA,OKWEA,US-OK,Grass,GR1,,,,2022-OKWEA-000307,No Decision,wildcad,INFORM_Inspector,0,,,2022/02/08 14:09:21+00,2022/02/23 23:11:37+00,IRWIN,{D541B298-2F45-4648-8AA6-C34BF55A8AC0},0,,
-93.8351699999999,35.6683400000001,240727,,DEFAULT,,,,157,1,ARAOC,,,,,,,,,Undetermined,,,,,2022/02/08 14:06:02+00,,,,,,,,,SACC,,,,,,Turner Bend Fields,,RX,FI,35.6684,-93.83525,157,,{5EC81E17-46AF-4B13-849F-C2F53A372E47},,0,0,0,0,0,,000306,,,,Franklin,ARAOC,05047,FS,AROZF,,USFS,Federal,,,,,,,SA17B,FS,AROZF,US-AR,,,,,,2022-AROZF-000306,No Decision,wildcad,wildcad,0,,,2022/02/08 14:10:11+00,2022/02/08 19:38:17+00,IRWIN,{1C3774FB-924D-4278-9682-A6527560DDF2},0,,
-116.819049,34.9055280000001,240728,,DEFAULT,,,,,0.1,CABDCC,,,,,,,,,Undetermined,,,,,2022/02/08 13:47:15+00,,,,,,,,,OSCC,,,,,,E YERMO RD /N 2ND ST,,WF,FI,34.905528,-116.819049,,,{AF656D01-93F9-41EC-AE4F-EBF8B32A3E01},,0,0,0,0,0,,002055,,,,San Bernardino,CASBCC,06071,,,,Private,Private,,,,,,,SC14,CDF,CABDU,US-CA,,,,,,2022-CABDU-002055,No Decision,cfcad,cfcad,0,,,2022/02/08 14:14:24+00,2022/02/08 14:14:30+00,IRWIN,{D0C981B1-91ED-489A-BE77-0EDFF6B8DB2C},0,,
-88.9976799999999,30.8365400000001,240730,,FIREREPORTING,,2022/02/16 22:10:00+00,2022/02/16 22:15:00+00,770,1,MSMIC,,,,,,,,,Undetermined,,,,,2022/02/08 14:43:56+00,,2022/02/16 22:20:00+00,,,,,,,SACC,,,,,,DE SOTO BB 1564 WEST,,RX,FI,30.83654,-88.99768,770,,{FEF75E35-B230-481D-9EA0-181681BB9338},,0,0,0,0,0,,000082,,,,Stone,MSMIC,28131,FS,MSMNF,,USFS,Federal,,,,,,,SA22A,FS,MSMNF,US-MS,,,,,,2022-MSMNF-000082,No Decision,wildcad,wildcad,0,,,2022/02/08 14:47:49+00,2022/02/16 22:21:48+00,IRWIN,{CD53139C-C7BF-4B5E-82DD-DAD570A59834},0,,
-88.6424,31.3505000000001,240731,,DEFAULT,,,,2206,1,MSMIC,,,,,,,,,Undetermined,,,,,2022/02/08 14:53:55+00,,,,,,,,,SACC,,,,,,CHICKSAWHAY CPT 442/446,,RX,FI,31.3505,-88.6424,2206,,{216E56A3-D822-4E10-9334-ED9D460DABDD},,0,0,0,0,0,,000083,,,,Greene,MSMIC,28041,FS,MSMNF,,USFS,Federal,,,,,,,SA22A,FS,MSMNF,US-MS,,,,,,2022-MSMNF-000083,No Decision,wildcad,wildcad,0,,,2022/02/08 14:57:15+00,2022/02/08 21:36:22+00,IRWIN,{1FA0F785-293B-4022-AE85-04D9DBCC8C06},0,,
-116.515136,33.9321880000001,240736,,DEFAULT,,,,,0.1,CARRCC,,,,,,,,,Undetermined,,,,,2022/02/08 14:17:02+00,,,,,,,,,OSCC,,,,,,CAROL DR / 16TH AV,,WF,FI,33.932188,-116.515136,,,{1A094120-21B2-4911-A7AD-FF16FC2A9D23},,0,0,0,0,0,,020847,,,,Riverside,CARRCC,06065,,,,Private,Private,,,,,,,SC12,CDF,CARRU,US-CA,,,,,,2022-CARRU-020847,No Decision,cfcad,cfcad,0,,,2022/02/08 15:14:35+00,2022/02/08 15:14:35+00,IRWIN,{D64ED184-6C80-42DE-8D82-07D3321AF3A3},0,,
-99.3830555599999,44.1027777800001,240737,,DEFAULT,,,,0.2,,SDGPC,,,,,,,,,Human,Debris/Open Burning,,PF0F,,2022/02/07 22:30:00+00,,2022/02/08 00:30:00+00,,,,,,,RMCC,,,,,,BOWL,,WF,FI,,,,2022/02/07 22:44:59+00,{8E177ABB-721D-4765-8231-0A6537D029A5},,0,0,0,0,0,,000011,,,,Buffalo,SDGPC,46017,BIA,SDCCA,,BIA,Federal,,,,,,,RM23,BIA,SDCCA,US-SD,Grass,GR2,,,,2022-SDCCA-000011,No Decision,firecode,INFORM_Inspector,0,,,2022/02/08 15:32:04+00,2022/02/08 16:27:06+00,IRWIN,{CFA50D6F-ABD2-40B9-9447-09A2A3686A35},0,,
-88.82325,37.4796700000001,240739,,DEFAULT,,,,1,1,ILILC,,,,,,,,,Human,,,,,2022/02/08 15:56:37+00,,,,,,,,,EACC,,,,,,Red Iron Pile Burn,,RX,FI,37.6886,-89.01268,5,,{C3074E52-D756-42CD-9B36-B723A1BDB337},,0,0,0,0,0,,220028,,,,Johnson,ILILC,17087,FS,ILSHF,,USFS,Federal,,,,,,,EA14,FWS,ILCOR,US-IL,,,,,,2022-ILCOR-220028,No Decision,wildcad,wildcad,0,,,2022/02/08 16:04:33+00,2022/02/08 22:21:42+00,IRWIN,{88BECD2C-BEC8-4716-BB98-D84242385149},0,,
-87.35372,34.11823,240740,,FIREREPORTING,,2022/02/08 22:57:59+00,2022/02/25 12:59:59+00,362,1,ALAIC,,,,,,,,,Undetermined,,,,,2022/02/08 14:29:08+00,,2022/02/25 12:59:59+00,,,,,,,SACC,,,,,,BK PINEY GROVE A,,RX,FI,34.11823,-87.35372,362,,{FC6CE1AA-F6BB-4C02-8DDB-FDB85FCA5738},,0,0,0,0,0,,220075,,,,Winston,ALAIC,01133,FS,ALALF,,USFS,Federal,,,,,,,SA38,FS,ALALF,US-AL,,,,,,2022-ALALF-220075,No Decision,wildcad,wildcad,0,,,2022/02/08 16:19:52+00,2022/02/25 17:06:10+00,IRWIN,{B1280D66-65DB-4CFB-B19E-0F886495DAB5},0,,
-116.1133,43.0131700000001,240742,,DEFAULT,,,,46,1,IDBDC,,,,,,,,,Undetermined,,,,,2022/02/08 16:15:00+00,,,,,,,,,GBCC,,,,,,RX CJ STRIKE,,RX,FI,43.01317,-116.1133,,,{A483FF5C-5FC9-4236-B365-ED4057F143ED},,0,1,0,0,0,,000026,,,,Elmore,IDBDC,16039,BLM,IDBOD,,BLM,Federal,,,,,,,GB03,BLM,IDBOD,US-ID,,,,,,2022-IDBOD-000026,No Decision,wildcad,wildcad,0,,,2022/02/08 16:25:06+00,2022/02/17 21:02:54+00,IRWIN,{89BC25BC-6B69-4990-BEAF-329BBE2CEFD4},0,,
-86.50964,31.10101,240744,,DEFAULT,,,,1,1,ALAIC,,,,,,,,,Undetermined,,,,,2022/01/31 13:46:23+00,,2022/02/04 12:59:59+00,,,,,,,SACC,,,,,,CN Open Pond 01 CANCELLED,,RX,FI,31.10101,-86.50964,291,,{B0646FF1-B1B1-4385-BC18-C10A09630582},,0,0,0,0,0,,220058,,,,Covington,ALAIC,01039,,,,Private,Private,,,,,,,SA39,FS,ALALF,US-AL,,,,,,2022-ALALF-220058,No Decision,wildcad,wildcad,0,,,2022/02/08 17:05:41+00,2022/02/14 23:12:33+00,IRWIN,{2920DF15-32B7-440C-8AEF-476EB470C228},0,,
-122.45862,38.5553860000001,240746,,DEFAULT,,,,,0.1,CALNCC,,,,,,,,,Undetermined,,,,,2022/02/08 17:19:48+00,,,,,,,,,ONCC,,,,,,S WHITE COTTAGE RD  ANGWIN,,WF,FI,38.555386,-122.45862,,,{313C2656-C4DE-45EE-87B8-C91B0AE4366A},,0,,,,,,002340,,,,Napa,CALNCC,06055,,,,Private,Private,,,,,,,NC02,,CALNU,US-CA,,,,,,2022-CALNU-002340,No Decision,cfcad,cfcad,0,,,2022/02/08 17:19:55+00,2022/02/08 17:22:40+00,IRWIN,{B1D8B715-E0D9-4880-99AA-5E8077CA0B5F},0,,
-111.6626,33.71795,240747,,DEFAULT,,,,1,1,AZPHC,,,,,,,,,Undetermined,,,,,2022/02/04 18:02:50+00,,,,,,,,,SWCC,,,,,,Cave Creek Misc Piles TNF0106P,,RX,FI,33.98001,-111.7258,,,{0F6A066D-0A60-46A8-9321-71C0898B1D51},,0,0,0,0,0,,000055,,,,Maricopa,AZPHC,04013,FS,AZTNF,,USFS,Federal,,,,,,,SW06N,FS,AZTNF,US-AZ,,,,,,2022-AZTNF-000055,No Decision,wildcad,wildcad,0,,,2022/02/08 16:57:05+00,2022/02/15 21:07:04+00,IRWIN,{64A39DAB-ACE3-4552-813C-74542C032233},0,,
-117.8746,33.99555,240749,,DEFAULT,,,,,0.01,CALACC,,,,,,,,,Undetermined,,,,,2022/02/08 17:23:48+00,,,,,,,,,OSCC,,,,,,LAC-048797,,WF,FI,33.99555,-117.8746,,,{017EB3F5-2D7D-4648-B1B9-C0F81A48FE03},,0,,,,,,048797,,,,Los Angeles,CALACC,06037,,,,Private,Private,,,,,,,SC08,C&L,CALAC,US-CA,,,,,,2022-CALAC-048797,No Decision,lacocad,lacocad,0,,,2022/02/08 17:25:48+00,2022/02/08 17:25:48+00,IRWIN,{12190A93-F2EE-4C00-9E36-B04DB15FF136},0,,
-105.8019444,32.3580556000001,240755,,DEFAULT,,,,,,NMADC,,,,,,,,,,,,,,2022/02/08 15:56:00+00,,,,,,,,,SWCC,,,,,,CENTENNIAL RX,,RX,FI,,,,,{28A16CA4-2B5E-4894-80F7-909369EDC235},,0,,,,,,000023,,,,Otero,NMADC,35035,,,,DOD,Federal,,,,,,,SW12,BLM,NMLCD,US-NM,,,,,,2022-NMLCD-000023,No Decision,IROC,IROC,0,,,2022/02/08 18:55:52+00,2022/02/08 18:55:52+00,IRWIN,{B1078B84-67D2-4E09-AA09-55F0A52FB39A},0,,
-99.43916667,44.05777778,240757,,DEFAULT,,,,0.2,,SDGPC,,,,,,,,,Human,Utilities,,PF0M,,2022/02/08 18:59:59+00,,2022/02/10 00:30:00+00,,,,,,,RMCC,,,,,,SNAG,,WF,FI,,,,2022/02/08 19:15:00+00,{C3FAAF47-299A-446D-8766-98704FF87945},,0,0,0,0,0,,000012,,,,Buffalo,SDGPC,46017,BIA,SDCCA,,BIA,Federal,,,,,,,RM23,BIA,SDCCA,US-SD,Grass,GR2,,,,2022-SDCCA-000012,No Decision,firecode,INFORM_Inspector,0,,,2022/02/08 19:45:34+00,2022/02/10 17:34:53+00,IRWIN,{745FBE09-4FF0-4033-AA9B-FCEAE24C0951},0,,
-118.02895,33.8977600000001,240758,,DEFAULT,,,,,0.01,CALACC,,,,,,,,,Undetermined,,,,,2022/02/08 18:52:08+00,,,,,,,,,OSCC,,,,,,LAC-048901,,WF,FI,33.89776,-118.02895,,,{6444133F-EEFD-4253-942A-64C30460789A},,0,,,,,,048901,,,,Los Angeles,CALACC,06037,,,,Private,Private,,,,,,,SC08,C&L,CALAC,US-CA,,,,,,2022-CALAC-048901,No Decision,lacocad,lacocad,0,,,2022/02/08 19:26:49+00,2022/02/08 19:26:49+00,IRWIN,{2348C6A5-21E4-48D1-8356-1436E381195F},0,,
-116.958836,33.7802530000001,240760,,DEFAULT,,,,,0.1,CARRCC,,,,,,,,,Undetermined,,,,,2022/02/08 19:00:31+00,,,,,,,,,OSCC,,,,,,W 7TH ST /S SAN JACINTO AV,,WF,FI,33.780253,-116.958836,,,{36BBD4E9-FB57-4D24-B3B1-A18A8F90526F},,0,0,0,0,0,,020962,,,,Riverside,CARRCC,06065,,,,Private,Private,,,,,,,SC08,CDF,CARRU,US-CA,,,,,,2022-CARRU-020962,No Decision,cfcad,cfcad,0,,,2022/02/08 19:14:33+00,2022/02/08 19:14:33+00,IRWIN,{1A720591-4BE8-4669-84DE-8BD540EDF684},0,,
-118.04057,34.5800100000001,240762,,DEFAULT,,,,,0.01,CALACC,,,,,,,,,Undetermined,,,,,2022/02/08 18:43:03+00,,,,,,,,,OSCC,,,,,,LAC-048882,,WF,FI,34.58001,-118.04057,,,{73024DDE-8A8F-4218-96B9-CD29B1CDA74C},,0,,,,,,048882,,,,Los Angeles,CALACC,06037,,,,Private,Private,,,,,,,SC15,C&L,CALAC,US-CA,,,,,,2022-CALAC-048882,No Decision,lacocad,lacocad,0,,,2022/02/08 18:56:49+00,2022/02/08 18:56:49+00,IRWIN,{54268CD5-2BFE-4746-A977-C560412920CD},0,,
-117.97489,34.5429,240764,,DEFAULT,,,,,0.01,CALACC,,,,,,,,,Undetermined,,,,,2022/02/08 19:12:44+00,,,,,,,,,OSCC,,,,,,LAC-048926,,WF,FI,34.5429,-117.97489,,,{AF6CD712-D7D7-45DE-BD43-D53505610892},,0,,,,,,048926,,,,Los Angeles,CALACC,06037,,,,Private,Private,,,,,,,SC15,C&L,CALAC,US-CA,,,,,,2022-CALAC-048926,No Decision,lacocad,lacocad,0,,,2022/02/08 19:16:49+00,2022/02/08 19:16:49+00,IRWIN,{D6934760-E5F0-43F7-8169-54467160CFBB},0,,
-106.7947,44.0567500000001,240767,,CERTIFIED,,2022/02/09 23:29:59+00,,5.9,0.1,WYCPC,,,,2022/02/15 14:31:20+00,,,,,Human,Debris/Open Burning,,PF0N,,2022/02/08 18:06:00+00,,,,,,,,,RMCC,,,,,,ROBINSON BOTTOM,,WF,FI,44.05865,-106.8138,1.5,2022/02/08 18:59:59+00,{AA933FF6-9863-46E9-B05B-0FA045364375},,0,1,0,0,0,,220027,,,,Johnson,WYCPC,56019,,,,Private,Private,,,,,,,RM03,C&L,WYJOX,US-WY,Grass,GR2,,,,2022-WYJOX-220027,No Decision,wildcad,INFORM_Inspector,0,,,2022/02/08 19:49:44+00,2022/02/15 14:31:20+00,IRWIN,{9CBAD6A7-4DD6-4B44-8D5E-8F795D8A5276},0,,
-102.38325118,43.3444157700001,240768,,CERTIFIED,,2022/02/08 19:45:45+00,2022/02/08 20:45:46+00,1.9,1,SDGPC,,,,2022/02/15 20:29:34+00,,,,,Human,Equipment,Motor Vehicle,PF0P,,2022/02/08 18:48:56+00,,2022/02/08 21:59:59+00,,,,,,,RMCC,,,,,,Tillamook,,WF,FI,,,,2022/02/08 18:50:45+00,{CD62EF82-988A-4347-B063-8EE9107CDD7B},1,0,,,,0,,000008,,,,Oglala Lakota,SDGPC,46102,BIA,SDPRA,,BIA,Federal,,,,,,,RM24,BIA,SDPRA,US-SD,Grass,GR2,,,,2022-SDPRA-000008,No Decision,INFORM_Inspector,INFORM_Inspector,0,,,2022/02/08 20:05:39+00,2022/02/15 20:29:34+00,IRWIN,{D03FF61F-8890-480A-9029-C1B5C4E7F769},0,,
-109.9907,33.8220400000001,240771,,CERTIFIED,,2022/02/07 21:40:00+00,2022/02/08 17:00:00+00,0.5,0.1,AZSDC,,,,2022/02/15 16:45:36+00,,,,,Human,Debris/Open Burning,Yard Debris,PF0Q,,2022/02/07 19:50:59+00,,2022/02/08 17:16:00+00,,,,,,,SWCC,,,,,,Another World,,WF,FI,33.86174,-109.9666,1,2022/02/07 20:13:00+00,{B5161F16-CAC8-4F28-B814-9904010DCE1B},,0,1,0,0,1,,000030,,,,Navajo,AZSDC,04017,BIA,AZFTA,,BIA,Federal,,,,,,,SW08,BIA,AZFTA,US-AZ,Brush,SH1,,,,2022-AZFTA-000030,No Decision,wildcad,INFORM_Inspector,0,,,2022/02/08 20:09:02+00,2022/02/15 16:45:35+00,IRWIN,{984EA10F-CC80-43F1-84EE-B364B1357F1A},0,,
-116.80722,32.5632900000001,240773,,DEFAULT,,,,7,0.1,CAMVIC,,,,,,,,,Human,Camping,Warming,PF2N,,2022/02/08 20:16:00+00,,2022/02/09 22:31:00+00,,,,,PN,1522,OSCC,,,,,,BORDER 6,,WF,FI,32.56329,-116.80722,,2022/02/08 20:29:59+00,{94E181D5-B462-4666-BA22-9FB0FE0CEABB},1,0,0,0,0,1,,003239,,,,San Diego,CAMVIC,06073,BLM,CACDD,,BLM,Federal,,,,,,,SC08,CDF,CAMVU,US-CA,Grass,GR2,,,,2022-CAMVU-003239,No Decision,cfcad,INFORM_Inspector,0,,,2022/02/08 20:16:04+00,2022/02/12 15:58:27+00,IRWIN,{D908A6C9-6E89-4BC5-877A-43D07DD684C0},0,,
-95.111724,31.968467,240775,,DEFAULT,,2022/02/08 21:33:00+00,2022/02/11 21:42:24+00,16.5,3,TXTIC,,,,,Moderate,,,,Undetermined,Undetermined,,,,2022/02/08 19:40:00+00,Type 5 Incident,2022/02/11 21:42:32+00,,,,,,,SACC,,,,,,Cherokee 1340,,WF,FI,31.968467,-95.111724,,,{4A3D39F2-8BB4-4356-8BD9-E778684918A9},,0,,,,,0,220711,100,,,Cherokee,TXTIC,48073,SFS,TXTXS,,Private,Private,,,,,,,SA12,SFS,TXTXS,US-TX,,,Timber (Grass and Understory),,,2022-TXTXS-220711,No Decision,wires,wires,0,,,2022/02/08 20:22:14+00,2022/02/11 21:43:01+00,IRWIN,{B2AD32AE-8D9A-481A-8FB7-330D6E5817FA},0,,
-96.69186,35.01439,240776,,CERTIFIED,,2022/02/08 17:00:00+00,2022/02/08 17:00:00+00,7.6,1,ARAOC,,,,2022/02/19 16:02:43+00,,,,,Human,Debris/Open Burning,,PF0R,,2022/02/08 16:30:00+00,,2022/02/08 17:00:00+00,,,,,PA,1522,SACC,,,,,,BROWN,,WF,FI,35.01439,-96.69186,,,{30DD29E0-4D28-4ED2-A761-59352C459AF4},,0,1,0,0,0,,000309,,,,Seminole,ARAOC,40133,,,,Private,Private,,,,,,,SA03,BIA,OKWEA,US-OK,,,,,,2022-OKWEA-000309,No Decision,wildcad,INFORM_Inspector,0,,,2022/02/08 20:25:40+00,2022/02/19 16:02:43+00,IRWIN,{EA174916-73BE-44F0-9A30-420BC25B1795},0,,
-98.2977,32.8009900000001,240778,,DEFAULT,,2022/02/10 01:09:32+00,2022/02/11 22:40:52+00,519,100,TXTIC,1,,,,Active,,,,Human,Debris/Open Burning,,,,2022/02/08 19:01:43+00,Type 4 Incident,2022/02/11 22:42:23+00,,,,,,,SACC,,,,,,Guten Tag,,WF,FI,32.80099,-98.2977,,,{F5C87EB5-2C55-4123-8E2B-F45302FB4A7D},,0,,,,,0,220708,100,,,Palo Pinto,TXTIC,48363,SFS,TXTXS,,Private,Private,,,,,,,SA05,SFS,TXTXS,US-TX,,,,,,2022-TXTXS-220708,No Decision,wires,wires,0,,,2022/02/08 20:31:52+00,2022/02/11 22:43:23+00,IRWIN,{1A90DBCE-2F2E-4A67-BCC5-A16CBBFCD793},1,Palo Pinto Complex,{0D52C4B8-2FBD-4EAD-A7C1-39615894E559}
-95.3094,31.1673000000001,240779,,DEFAULT,,2022/02/08 21:26:00+00,2022/02/08 21:46:59+00,4,5,TXTIC,,,,,Moderate,,,,Undetermined,Undetermined,,,,2022/02/08 19:20:00+00,Type 5 Incident,2022/02/09 22:45:01+00,,,,,,,SACC,,,,,,Houston 1322,,WF,FI,31.1673,-95.3094,,,{51466B64-F282-44F5-B82A-57A2DB7F7E8C},,0,,,,,0,220710,100,,,Houston,TXTIC,48225,SFS,TXTXS,,Private,Private,,,,,,,SA12,SFS,TXTXS,US-TX,,,Timber (Grass and Understory),,,2022-TXTXS-220710,No Decision,wires,wires,0,,,2022/02/08 20:29:06+00,2022/02/09 22:46:13+00,IRWIN,{569DC393-497B-4E02-96F0-DA95613CE57E},0,,
-89.51006,32.3323300000001,240786,,DEFAULT,,2022/02/08 21:59:59+00,,7,1,MSMIC,,,,,,,,,Human,,,PF0U,,2022/02/08 18:41:00+00,,,,,,,P8,0807,SACC,,,,,,MICROWAVE TOWER ,,WF,FI,32.33213,-89.51012,2,,{2E367972-C1FD-430D-95EA-D37C9664F1BF},,0,0,0,0,0,,000085,,,,Scott,MSMIC,28123,FS,MSMNF,,USFS,Federal,,,,,,,SA22A,FS,MSMNF,US-MS,,,,,,2022-MSMNF-000085,No Decision,wildcad,wildcad,0,,,2022/02/08 20:45:46+00,2022/02/11 17:33:30+00,IRWIN,{4C124214-EB98-4B4C-9C65-7ED49E9F9A2A},0,,
-96.4517299999999,36.48053,240792,,CERTIFIED,,2022/02/09 21:30:00+00,2022/02/10 22:30:00+00,3,1,ARAOC,,,,2022/02/22 00:54:34+00,,,,,Human,Utilities,Power Generation/Transmission,PF0V,,2022/02/08 06:14:59+00,,2022/02/11 00:00:00+00,,,,,PA,1522,SACC,,,,,,FALCON,,WF,FI,36.48053,-96.45173,3,2022/02/09 15:00:00+00,{3ECC444F-60AE-4D43-867B-4F96F961C998},,0,1,0,0,0,,000310,,,,Osage,ARAOC,40113,BIA,OKOSA,,Private,Private,,,,,,,SA03,BIA,OKOSA,US-OK,Grass,GR3,,,,2022-OKOSA-000310,No Decision,wildcad,INFORM_Inspector,0,,,2022/02/08 20:59:37+00,2022/02/22 00:54:34+00,IRWIN,{79DCC9F1-934B-4F55-9B7D-988742CA71D3},0,,
-94.7882499999999,35.64689,240794,,CERTIFIED,,2022/02/08 20:29:59+00,2022/02/08 20:40:00+00,1.9,1.9,ARAOC,,,,2022/02/09 16:02:38+00,,,,,Human,Incendiary,,PF0W,,2022/02/08 20:00:00+00,,2022/02/08 21:00:00+00,,,,,PA,1522,SACC,,,,,,GOLDMINE,,WF,FI,35.64689,-94.78825,1.9,,{254CA4A8-5C1B-46F9-B2EA-D65DF4EC8A1F},,0,1,0,0,0,,000311,,,,Adair,ARAOC,40001,,OKCNA,,BIA,Federal,,,,,,,SA17A,,OKCNA,US-OK,Grass,GR2,,,,2022-OKCNA-000311,No Decision,wildcad,INFORM_Inspector,0,,,2022/02/08 21:07:56+00,2022/02/09 16:02:39+00,IRWIN,{23914FBF-2C46-4019-A555-FE1A08B8996B},0,,
-120.315109,37.978011,240797,,DEFAULT,,,,,0.1,CATCCC,,,,,,,,,Undetermined,,,,,2022/02/08 21:20:56+00,,,,,,,,,OSCC,,,,,,STANDARD,,WF,FI,37.978011,-120.315109,,,{4A2593AE-529F-450E-B019-74F2C85EE1D5},,0,,,,,,001838,,,,Tuolumne,CATCCC,06109,,,,Private,Private,,,,,,,SC04,CDF,CATCU,US-CA,,,,,,2022-CATCU-001838,No Decision,cfcad,cfcad,0,,,2022/02/08 21:21:04+00,2022/02/08 21:21:55+00,IRWIN,{20F41850-CF28-474E-B7D1-117EDA5C54DB},0,,
-106.6104,35.91956,240798,,DEFAULT,,,,74,1,NMSFC,,,,,,,,,Undetermined,,,,,2022/02/07 22:35:07+00,,,,,,,,,SWCC,,,,,,San Antonio Piles Rx,,RX,FI,35.91956,-106.6104,,,{319DB2E0-F763-4EA8-8BE6-D60327FB345E},,0,0,0,0,0,,000018,,,,Sandoval,NMSFC,35043,NPS,NMVCP,,NPS,Federal,,,,,,,SW07,NPS,NMVCP,US-NM,,,,,,2022-NMVCP-000018,No Decision,wildcad,wildcad,0,,,2022/02/08 21:23:32+00,2022/02/10 21:17:43+00,IRWIN,{6E2843C2-017A-4705-ADA4-50EFCB6D78FF},0,,
-93.4246699999999,34.5591600000001,240800,,DEFAULT,,2022/02/09 03:30:00+00,,8.2,1,ARAOC,,,,,,,,,Human,,,PF3W,,2022/02/08 20:23:00+00,,,,,,,P8,0809,SACC,,,,,,Hickory Nut,,WF,FI,34.56048,-93.4214,5,,{5DC3D581-7D98-455D-A6C9-6448C1195F1C},,0,0,0,0,0,,000308,,,,Montgomery,ARAOC,05097,FS,AROUF,,USFS,Federal,,,,,,,SA17B,FS,AROUF,US-AR,,,,,,2022-AROUF-000308,No Decision,wildcad,wildcad,0,,,2022/02/08 21:23:50+00,2022/02/12 15:50:16+00,IRWIN,{28713A14-65CC-4E6B-8A2C-660466600EEA},0,,
